S21,1,"['50372', '50801']",三台(中台),"[154.27469564, 155.58251355]","[42.91446855, 41.4994335]",False,"[3.45, 3.06]"
S22,1,"['55219', '55203']",三台(下台),"[169.61981385, nan]","[33.09423881, nan]",False,"[3.49, 3.79]"
H01,10,"['84379', '85693', '85693', '86974', '86974', '88794', '88794', '92043', '92043', '93747', '93747', '92946', '92946', '89962', '89962', '88048', '88048', '86263', '86263', '84012']",天市左垣,"[258.75801735, 262.68457505, 262.68457505, 266.61549553, 266.61549553, 271.88562824, 271.88562824, 281.4155466, 281.4155466, 286.3525518, 286.3525518, 284.05483475, 284.05483475, 275.32883578, 275.32883578, 269.75665662, 269.75665662, 264.39677181, 264.39677181, 257.59442659]","[24.83958739, 26.1106045, 26.1106045, 27.72249917, 27.72249917, 28.76247025, 28.76247025, 20.54712356, 20.54712356, 13.86370983, 13.86370983, 4.20352956, 4.20352956, -2.897122, -2.897122, -9.77334973, -9.77334973, -15.39840835, -15.39840835, -15.72514757]",False,"[3.12, 4.41, 4.41, 3.42, 3.42, 3.84, 3.84, 4.19, 4.19, 2.99, 2.99, 4.62, 4.62, 3.23, 3.23, 3.32, 3.32, 3.54, 3.54, 2.43]"
H02,10,"['80816', '80170', '80170', '79043', '79043', '78072', '78072', '77233', '77233', '76276', '76276', '77070', '77070', '77622', '77622', '79593', '79593', '79882', '79882', '81377']",天市右垣,"[247.55525697, 245.48018203, 245.48018203, 242.0189437, 242.0189437, 239.11247598, 239.11247598, 236.54672877, 236.54672877, 233.7007926, 233.7007926, 236.06664914, 236.06664914, 237.70371344, 237.70371344, 243.58652601, 243.58652601, 244.58016994, 244.58016994, 249.28970847]","[21.489648499999998, 19.15302185, 19.15302185, 17.04699349, 17.04699349, 15.66473327, 15.66473327, 15.42192602, 15.42192602, 10.53885916, 10.53885916, 6.42551971, 6.42551971, 4.477579799999999, 4.477579799999999, -3.69397562, -3.69397562, -4.69260809, -4.69260809, -10.567151800000001]",False,"[2.78, 3.74, 3.74, 5.0, 5.0, 3.85, 3.85, 3.65, 3.65, 3.8, 3.8, 2.63, 2.63, 3.71, 3.71, 2.73, 2.73, 3.23, 3.23, 2.54]"
H03,6,"['85474', '86284', '86284', '86768', '86768', '85922', '85922', '85365', '85365', '84524', '84524', '85474']",市楼,"[262.00994813, 264.46133236, 264.46133236, 265.94593637, 265.94593637, 263.37445668, 263.37445668, 261.65806271, 261.65806271, 259.17813721, 259.17813721, 262.00994813]","[-8.2080587, -8.11872126, -8.11872126, -7.07958249, -7.07958249, -5.74457168, -5.74457168, -5.08649188, -5.08649188, -6.2449569, -6.2449569, -8.2080587]",False,"[6.37, 4.58, 4.58, 6.3, 6.3, 5.61, 5.61, 4.53, 4.53, 6.08, 6.08, 6.37]"
H04,1,"['82979', '82369']",车肆,"[254.35833565, 252.45822137]","[-10.96315727, -10.78280069]",False,"[6.15, 4.64]"
H05,1,"['86742', '87108']",宗正,"[265.86823714, 266.97322515]","[4.56691684, 2.70745875]",False,"[2.76, 3.75]"
H06,3,"['88601', '88192', '88290', '88601', '88601', '88149']",宗人,"[271.36338682, 270.16131466, 270.43828967, 271.36338682, 271.36338682, 270.06582324]","[2.50243928, 2.93158759, 1.30510936, 2.50243928, 2.50243928, 4.36864674]",False,"[4.03, 3.93, 4.42, 4.03, 4.03, 4.79]"
H07,1,"['88765', '88771']",宗,"[271.82647643, 271.8375861]","[8.73379361, 9.56365345]",False,"[4.64, 3.71]"
H08,1,"['88899', '88331']",帛度,"[272.22024304, 270.59604036]","[20.04528382, 20.83364838]",False,"[5.1, 5.25]"
H09,1,"['88886', '88267']",屠肆,"[272.1895526, 270.37667886]","[20.81457203, 21.59568814]",False,"[4.37, 4.26]"
H10,1,"['86032', '86032']",候,"[263.73335321, 263.73335321]","[12.56057584, 12.56057584]",False,"[2.08, 2.08]"
H11,1,"['84345', '84345']",帝座,"[258.66192687, 258.66192687]","[14.39025314, 14.39025314]",False,"[2.78, 2.78]"
H12,3,"['82802', '83430', '83430', '83504', '83504', '83613']",宦者,"[253.84265772, 255.78273333, 255.78273333, 255.99178693, 255.99178693, 256.34441753]","[18.43318381, 14.0921003, 14.0921003, 13.56773647, 13.56773647, 12.74085469]",False,"[5.35, 4.97, 4.97, 6.06, 6.06, 4.89]"
H13,1,"['80179', '80883']",列肆,"[245.51850007, 247.72850509]","[1.02892219, 1.98410056]",False,"[4.82, 3.82]"
